pygame-ce 2.5.7 (SDL 2.32.10, Python 3.14.6)
output: final_results\08_ddqn_img_cnn_aug_5000\DDQN_seed0_0806_211939
random baseline: mean=9.80+-1.28 max=21

[training setup]
model   : DDQN / NatureCNN (1,688,745 trainable parameters)
arch    : 
            [conv1]  Conv2d(4->32,k=8,s=4) -> ReLU
            [conv2]  Conv2d(32->64,k=4,s=2) -> ReLU
            [conv3]  Conv2d(64->64,k=3,s=1) -> ReLU
            [fc]     Flatten -> Linear(3136->512) -> ReLU
            [head]   Linear(512->9)
run     : device=cuda, seed=0, episodes=5000
optim   : lr=0.0001, gamma=0.99, batch=32, buffer=100000, hidden=512, layer_norm=False, dueling_net=False, use_attention=False(4 heads, fusion=residual, position=relative), augmentation=True(spawn_safe), loss_fn=mse, max_grad_norm=10
update  : learning_starts=8000, train_every=4, target_every=1000
explore : epsilon=1->0.01, decay=0.00198
env     : type=img, obs=(4, 84, 84), actions=9, frame_stack=4, frame_skip=4, max_steps=10800
logging : log_every=20, eval_every=100, eval_episodes=20
artifact: best_agent.gif + best_agent_observation.gif, seed=20000, model_fps=15, decision_frames=True

ep 2960/5000 steps=456282 score20=12.60 eps=0.010 loss=0.01715 q=0.703 sps=365 elapsed=20.8m
ep 2980/5000 steps=460329 score20=13.05 eps=0.010 loss=0.01579 q=0.719 sps=365 elapsed=21.0m
ep 3000/5000 steps=463778 score20=10.95 eps=0.010 loss=0.01557 q=0.716 sps=366 elapsed=21.1m
  [eval] ep=3000 mean=11.55+-1.37 median=10.5 max=28 P(>=120)=0.00 entropy=1.98/2.20 wnorm=47.710 srank=236/512
ep 3020/5000 steps=467542 score20=12.15 eps=0.010 loss=0.01715 q=0.734 sps=365 elapsed=21.4m
ep 3040/5000 steps=470886 score20=10.65 eps=0.010 loss=0.01722 q=0.761 sps=365 elapsed=21.5m
ep 3060/5000 steps=474389 score20=11.10 eps=0.010 loss=0.01687 q=0.761 sps=365 elapsed=21.7m
ep 3080/5000 steps=477874 score20=11.15 eps=0.010 loss=0.01613 q=0.793 sps=365 elapsed=21.8m
ep 3100/5000 steps=481397 score20=11.35 eps=0.010 loss=0.01663 q=0.791 sps=365 elapsed=22.0m
  [eval] ep=3100 mean=9.70+-0.90 median=9.0 max=20 P(>=120)=0.00 entropy=1.98/2.20 wnorm=48.978 srank=237/512
ep 3120/5000 steps=484587 score20=10.15 eps=0.010 loss=0.01570 q=0.779 sps=365 elapsed=22.1m
ep 3140/5000 steps=488145 score20=11.35 eps=0.010 loss=0.01633 q=0.798 sps=365 elapsed=22.3m
ep 3160/5000 steps=491978 score20=12.30 eps=0.010 loss=0.01568 q=0.826 sps=364 elapsed=22.5m
ep 3180/5000 steps=494356 score20=7.30 eps=0.010 loss=0.02035 q=0.849 sps=364 elapsed=22.6m
ep 3200/5000 steps=498679 score20=13.95 eps=0.010 loss=0.01887 q=0.844 sps=364 elapsed=22.8m
  [eval] ep=3200 mean=11.70+-1.47 median=11.5 max=24 P(>=120)=0.00 entropy=1.42/2.20 wnorm=50.159 srank=239/512
ep 3220/5000 steps=502233 score20=11.30 eps=0.010 loss=0.01736 q=0.815 sps=364 elapsed=23.0m
ep 3240/5000 steps=505639 score20=10.95 eps=0.010 loss=0.01769 q=0.829 sps=364 elapsed=23.2m
ep 3260/5000 steps=509334 score20=11.70 eps=0.010 loss=0.01623 q=0.910 sps=364 elapsed=23.3m
ep 3280/5000 steps=513537 score20=13.55 eps=0.010 loss=0.01919 q=0.925 sps=364 elapsed=23.5m
ep 3300/5000 steps=516649 score20=9.85 eps=0.010 loss=0.02039 q=0.896 sps=364 elapsed=23.7m
  [eval] ep=3300 mean=9.50+-1.23 median=8.5 max=20 P(>=120)=0.00 entropy=1.64/2.20 wnorm=51.375 srank=237/512
ep 3320/5000 steps=520574 score20=12.65 eps=0.010 loss=0.01958 q=0.940 sps=363 elapsed=23.9m
ep 3340/5000 steps=524009 score20=10.95 eps=0.010 loss=0.01956 q=0.990 sps=363 elapsed=24.1m
ep 3360/5000 steps=527759 score20=11.85 eps=0.010 loss=0.02447 q=1.019 sps=364 elapsed=24.2m
ep 3380/5000 steps=530758 score20=9.45 eps=0.010 loss=0.01997 q=1.015 sps=364 elapsed=24.3m
ep 3400/5000 steps=533902 score20=9.90 eps=0.010 loss=0.02306 q=1.017 sps=364 elapsed=24.4m
  [eval] ep=3400 mean=11.10+-1.55 median=9.5 max=24 P(>=120)=0.00 entropy=1.76/2.20 wnorm=52.641 srank=235/512
ep 3420/5000 steps=537737 score20=12.25 eps=0.010 loss=0.02322 q=0.992 sps=364 elapsed=24.7m
ep 3440/5000 steps=541395 score20=11.65 eps=0.010 loss=0.02095 q=0.990 sps=364 elapsed=24.8m
ep 3460/5000 steps=545665 score20=13.65 eps=0.010 loss=0.02120 q=0.961 sps=363 elapsed=25.0m
ep 3480/5000 steps=549275 score20=11.55 eps=0.010 loss=0.01940 q=0.971 sps=363 elapsed=25.2m
ep 3500/5000 steps=552417 score20=9.85 eps=0.010 loss=0.02050 q=0.974 sps=363 elapsed=25.4m
  [eval] ep=3500 mean=15.35+-1.36 median=15.0 max=28 P(>=120)=0.00 entropy=2.07/2.20 wnorm=54.023 srank=237/512
ep 3520/5000 steps=555720 score20=10.45 eps=0.010 loss=0.02102 q=1.012 sps=362 elapsed=25.6m
ep 3540/5000 steps=558653 score20=9.20 eps=0.010 loss=0.02120 q=0.996 sps=362 elapsed=25.7m
ep 3560/5000 steps=561948 score20=10.55 eps=0.010 loss=0.02215 q=0.997 sps=362 elapsed=25.9m
ep 3580/5000 steps=565250 score20=10.45 eps=0.010 loss=0.02047 q=0.986 sps=362 elapsed=26.0m
ep 3600/5000 steps=568737 score20=11.15 eps=0.010 loss=0.02089 q=0.974 sps=362 elapsed=26.2m
  [eval] ep=3600 mean=10.90+-1.69 median=10.5 max=29 P(>=120)=0.00 entropy=1.92/2.20 wnorm=55.027 srank=239/512
ep 3620/5000 steps=571847 score20=9.85 eps=0.010 loss=0.02225 q=0.923 sps=362 elapsed=26.3m
ep 3640/5000 steps=575050 score20=10.10 eps=0.010 loss=0.01851 q=0.916 sps=362 elapsed=26.5m
ep 3660/5000 steps=578541 score20=11.15 eps=0.010 loss=0.02027 q=0.940 sps=362 elapsed=26.6m
ep 3680/5000 steps=582208 score20=11.70 eps=0.010 loss=0.01928 q=0.955 sps=362 elapsed=26.8m
ep 3700/5000 steps=586158 score20=12.65 eps=0.010 loss=0.02040 q=0.986 sps=363 elapsed=26.9m
  [eval] ep=3700 mean=12.80+-1.18 median=14.0 max=25 P(>=120)=0.00 entropy=2.02/2.20 wnorm=56.165 srank=237/512
ep 3720/5000 steps=589185 score20=9.70 eps=0.010 loss=0.01880 q=1.013 sps=362 elapsed=27.1m
ep 3740/5000 steps=592091 score20=9.20 eps=0.010 loss=0.02257 q=1.001 sps=362 elapsed=27.3m
ep 3760/5000 steps=596008 score20=12.50 eps=0.010 loss=0.02388 q=1.042 sps=362 elapsed=27.4m
ep 3780/5000 steps=599040 score20=9.60 eps=0.010 loss=0.02323 q=1.079 sps=362 elapsed=27.6m
ep 3800/5000 steps=601962 score20=9.20 eps=0.010 loss=0.02341 q=1.072 sps=362 elapsed=27.7m
  [eval] ep=3800 mean=14.55+-1.59 median=13.5 max=33 P(>=120)=0.00 entropy=2.01/2.20 wnorm=57.195 srank=237/512
ep 3820/5000 steps=606134 score20=13.40 eps=0.010 loss=0.02293 q=1.053 sps=362 elapsed=27.9m
ep 3840/5000 steps=609737 score20=11.55 eps=0.010 loss=0.02167 q=1.064 sps=362 elapsed=28.1m
ep 3860/5000 steps=612887 score20=9.90 eps=0.010 loss=0.02404 q=1.040 sps=362 elapsed=28.2m
ep 3880/5000 steps=616090 score20=10.10 eps=0.010 loss=0.01823 q=1.034 sps=362 elapsed=28.4m
ep 3900/5000 steps=620366 score20=13.80 eps=0.010 loss=0.02208 q=1.044 sps=362 elapsed=28.6m
  [eval] ep=3900 mean=11.50+-0.94 median=10.0 max=20 P(>=120)=0.00 entropy=1.88/2.20 wnorm=58.363 srank=238/512
ep 3920/5000 steps=623843 score20=11.10 eps=0.010 loss=0.02220 q=1.085 sps=361 elapsed=28.8m
ep 3940/5000 steps=627701 score20=12.20 eps=0.010 loss=0.02371 q=1.141 sps=362 elapsed=28.9m
ep 3960/5000 steps=631244 score20=11.30 eps=0.010 loss=0.02763 q=1.159 sps=362 elapsed=29.1m
ep 3980/5000 steps=634660 score20=10.85 eps=0.010 loss=0.02321 q=1.175 sps=362 elapsed=29.2m
ep 4000/5000 steps=638788 score20=13.15 eps=0.010 loss=0.02377 q=1.151 sps=362 elapsed=29.4m
  [eval] ep=4000 mean=11.75+-1.86 median=8.5 max=37 P(>=120)=0.00 entropy=1.78/2.20 wnorm=59.669 srank=239/512
ep 4020/5000 steps=643582 score20=15.40 eps=0.010 loss=0.02205 q=1.104 sps=362 elapsed=29.7m
ep 4040/5000 steps=647448 score20=12.45 eps=0.010 loss=0.02403 q=1.064 sps=362 elapsed=29.8m
ep 4060/5000 steps=650727 score20=10.35 eps=0.010 loss=0.02034 q=1.072 sps=362 elapsed=29.9m
ep 4080/5000 steps=654851 score20=13.30 eps=0.010 loss=0.02234 q=1.102 sps=362 elapsed=30.1m
ep 4100/5000 steps=658588 score20=11.90 eps=0.010 loss=0.02266 q=1.073 sps=362 elapsed=30.3m
  [eval] ep=4100 mean=11.30+-1.47 median=12.0 max=23 P(>=120)=0.00 entropy=1.96/2.20 wnorm=60.771 srank=243/512
ep 4120/5000 steps=662177 score20=11.40 eps=0.010 loss=0.01890 q=1.095 sps=362 elapsed=30.5m
ep 4140/5000 steps=666292 score20=13.25 eps=0.010 loss=0.02083 q=1.096 sps=362 elapsed=30.7m
ep 4160/5000 steps=670258 score20=12.65 eps=0.010 loss=0.01932 q=1.088 sps=362 elapsed=30.9m
ep 4180/5000 steps=675181 score20=15.90 eps=0.010 loss=0.02116 q=1.094 sps=362 elapsed=31.1m
ep 4200/5000 steps=678730 score20=11.30 eps=0.010 loss=0.02049 q=1.104 sps=361 elapsed=31.3m
  [eval] ep=4200 mean=14.30+-1.22 median=14.0 max=29 P(>=120)=0.00 entropy=2.13/2.20 wnorm=61.920 srank=241/512
ep 4220/5000 steps=682786 score20=13.05 eps=0.010 loss=0.01920 q=1.090 sps=361 elapsed=31.5m
ep 4240/5000 steps=685635 score20=9.10 eps=0.010 loss=0.01778 q=1.091 sps=361 elapsed=31.7m
ep 4260/5000 steps=688724 score20=9.70 eps=0.010 loss=0.02182 q=1.078 sps=361 elapsed=31.8m
ep 4280/5000 steps=692546 score20=12.10 eps=0.010 loss=0.02065 q=1.105 sps=361 elapsed=32.0m
ep 4300/5000 steps=695862 score20=10.50 eps=0.010 loss=0.02282 q=1.154 sps=361 elapsed=32.1m
  [eval] ep=4300 mean=13.70+-1.90 median=13.0 max=30 P(>=120)=0.00 entropy=1.90/2.20 wnorm=62.858 srank=243/512
ep 4320/5000 steps=699472 score20=11.50 eps=0.010 loss=0.02369 q=1.196 sps=360 elapsed=32.4m
ep 4340/5000 steps=703900 score20=14.25 eps=0.010 loss=0.02438 q=1.203 sps=361 elapsed=32.5m
ep 4360/5000 steps=706896 score20=9.50 eps=0.010 loss=0.02242 q=1.232 sps=361 elapsed=32.7m
ep 4380/5000 steps=709792 score20=9.20 eps=0.010 loss=0.02641 q=1.238 sps=361 elapsed=32.8m
ep 4400/5000 steps=713371 score20=11.35 eps=0.010 loss=0.02362 q=1.234 sps=361 elapsed=32.9m
  [eval] ep=4400 mean=11.00+-1.42 median=11.0 max=26 P(>=120)=0.00 entropy=2.05/2.20 wnorm=63.855 srank=246/512
ep 4420/5000 steps=716837 score20=11.05 eps=0.010 loss=0.02206 q=1.199 sps=360 elapsed=33.1m
ep 4440/5000 steps=720169 score20=10.65 eps=0.010 loss=0.02716 q=1.196 sps=361 elapsed=33.3m
ep 4460/5000 steps=724129 score20=12.60 eps=0.010 loss=0.02332 q=1.143 sps=361 elapsed=33.4m
ep 4480/5000 steps=727925 score20=12.10 eps=0.010 loss=0.02350 q=1.145 sps=361 elapsed=33.6m
ep 4500/5000 steps=731155 score20=10.25 eps=0.010 loss=0.02550 q=1.169 sps=361 elapsed=33.7m
  [eval] ep=4500 mean=14.30+-1.98 median=11.5 max=34 P(>=120)=0.00 entropy=1.64/2.20 wnorm=64.797 srank=248/512
ep 4520/5000 steps=735362 score20=13.50 eps=0.010 loss=0.02048 q=1.182 sps=361 elapsed=34.0m
ep 4540/5000 steps=738332 score20=9.30 eps=0.010 loss=0.02542 q=1.199 sps=361 elapsed=34.1m
ep 4560/5000 steps=742340 score20=12.85 eps=0.010 loss=0.02414 q=1.205 sps=361 elapsed=34.3m
ep 4580/5000 steps=746336 score20=12.70 eps=0.010 loss=0.02387 q=1.199 sps=361 elapsed=34.5m
ep 4600/5000 steps=749605 score20=10.45 eps=0.010 loss=0.02521 q=1.199 sps=361 elapsed=34.6m
  [eval] ep=4600 mean=12.50+-1.39 median=12.5 max=24 P(>=120)=0.00 entropy=1.91/2.20 wnorm=65.841 srank=248/512
ep 4620/5000 steps=753485 score20=12.35 eps=0.010 loss=0.02524 q=1.217 sps=360 elapsed=34.9m
ep 4640/5000 steps=757660 score20=13.40 eps=0.010 loss=0.02443 q=1.240 sps=360 elapsed=35.0m
ep 4660/5000 steps=761720 score20=13.05 eps=0.010 loss=0.02482 q=1.259 sps=361 elapsed=35.2m
ep 4680/5000 steps=764918 score20=10.30 eps=0.010 loss=0.02480 q=1.304 sps=361 elapsed=35.3m
ep 4700/5000 steps=768405 score20=11.00 eps=0.010 loss=0.02840 q=1.285 sps=361 elapsed=35.5m
  [eval] ep=4700 mean=12.90+-1.23 median=12.0 max=26 P(>=120)=0.00 entropy=1.65/2.20 wnorm=66.901 srank=249/512
ep 4720/5000 steps=772068 score20=11.65 eps=0.010 loss=0.02842 q=1.307 sps=361 elapsed=35.7m
ep 4740/5000 steps=775972 score20=12.50 eps=0.010 loss=0.02848 q=1.339 sps=361 elapsed=35.8m
ep 4760/5000 steps=779353 score20=10.75 eps=0.010 loss=0.03063 q=1.331 sps=361 elapsed=36.0m
ep 4780/5000 steps=782758 score20=10.90 eps=0.010 loss=0.03469 q=1.302 sps=361 elapsed=36.1m
ep 4800/5000 steps=786166 score20=10.85 eps=0.010 loss=0.02480 q=1.314 sps=361 elapsed=36.3m
  [eval] ep=4800 mean=9.70+-1.14 median=10.0 max=19 P(>=120)=0.00 entropy=1.80/2.20 wnorm=67.897 srank=250/512
ep 4820/5000 steps=790022 score20=12.30 eps=0.010 loss=0.02725 q=1.279 sps=361 elapsed=36.5m
ep 4840/5000 steps=793734 score20=11.90 eps=0.010 loss=0.02759 q=1.285 sps=361 elapsed=36.7m
ep 4860/5000 steps=797014 score20=10.45 eps=0.010 loss=0.02298 q=1.364 sps=361 elapsed=36.8m
ep 4880/5000 steps=800554 score20=11.35 eps=0.010 loss=0.02575 q=1.350 sps=361 elapsed=37.0m
ep 4900/5000 steps=804783 score20=13.60 eps=0.010 loss=0.02311 q=1.346 sps=361 elapsed=37.2m
  [eval] ep=4900 mean=10.40+-1.33 median=10.0 max=22 P(>=120)=0.00 entropy=1.73/2.20 wnorm=68.735 srank=249/512
ep 4920/5000 steps=808840 score20=12.90 eps=0.010 loss=0.02769 q=1.322 sps=360 elapsed=37.4m
ep 4940/5000 steps=812675 score20=12.30 eps=0.010 loss=0.02736 q=1.266 sps=360 elapsed=37.6m
ep 4960/5000 steps=816345 score20=11.75 eps=0.010 loss=0.02862 q=1.267 sps=360 elapsed=37.7m
ep 4980/5000 steps=819715 score20=10.70 eps=0.010 loss=0.02334 q=1.267 sps=360 elapsed=37.9m
ep 5000/5000 steps=822458 score20=8.55 eps=0.010 loss=0.02165 q=1.263 sps=360 elapsed=38.0m
  [eval] ep=5000 mean=7.20+-1.04 median=8.0 max=17 P(>=120)=0.00 entropy=1.38/2.20 wnorm=69.623 srank=251/512
creating GIF from: final_results\08_ddqn_img_cnn_aug_5000\DDQN_seed0_0806_211939\best.pt
saved=final_results\08_ddqn_img_cnn_aug_5000\DDQN_seed0_0806_211939\best_agent.gif
saved_observation=final_results\08_ddqn_img_cnn_aug_5000\DDQN_seed0_0806_211939\best_agent_observation.gif
seed=20000 score=19 frames=289 fps=15.00 device=cuda model=image
Saved to: final_results\08_ddqn_img_cnn_aug_5000\DDQN_seed0_0806_211939
Random : mean=9.80 median=10.0 max=21
Learned: mean=7.20+-1.04 median=8.0 max=17 P(>=120)=0.00 entropy=1.38
